"species","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"Primula latifola",7.08918,45.24974,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.07118,45.29924,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.08198,45.29024,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.09098,45.25424,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.06668,45.29924,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.09098,45.24974,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.08198,45.27449,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.08918,45.25874,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.08918,45.28124,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",6.709599,45.321707,1.46935415267944,7.13100004196167,29.7211685180664,617.824829101562,15.1319999694824,-8.86100006103516,23.9930000305176,-1.00370836257935,9.42570877075195,9.42570877075195,-5.32645845413208,1356,144,75,17.9965515136719,406,257,257,381
"Primula latifola",7.481667,44.013611,4.08311462402344,6.41735410690308,28.328311920166,600.208984375,16.9952507019043,-5.6582498550415,22.6534996032715,1.53408336639404,11.7447919845581,11.8827495574951,-2.37712502479553,1000,116,38,26.3857707977295,314,156,175,267
"Primula latifola",7.566667,44.05,7.55794763565063,6.74935388565063,29.3619327545166,605.232116699219,20.4737491607666,-2.51300001144409,22.9867496490479,4.62216663360596,15.2972917556763,15.2972917556763,0.805750012397766,954,121,34,28.2703304290771,304,149,149,242
"Primula latifola",6.50029,45.15101,0.983333349227905,6.89254188537598,28.7650680541992,623.2978515625,14.8979997634888,-9.06350040435791,23.9615001678467,-4.36516666412354,8.823166847229,9.13508319854736,-5.66187524795532,1397,153,72,20.4156837463379,430,255,257,398
"Primula latifola",2.13084,42.43255,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",2.11449,42.44497,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",6.75617,45.37123,0.757916629314423,6.65925025939941,28.5988845825195,608.961547851562,13.9657497406006,-9.31925010681152,23.2849998474121,-4.48266696929932,8.63512516021729,8.63512516021729,-5.8535418510437,1473,156,83,17.9972267150879,443,278,278,419
"Primula latifola",6.76067,45.37123,0.757916629314423,6.65925025939941,28.5988845825195,608.961547851562,13.9657497406006,-9.31925010681152,23.2849998474121,-4.48266696929932,8.63512516021729,8.63512516021729,-5.8535418510437,1473,156,83,17.9972267150879,443,278,278,419
"Primula latifola",6.75797,45.37123,0.757916629314423,6.65925025939941,28.5988845825195,608.961547851562,13.9657497406006,-9.31925010681152,23.2849998474121,-4.48266696929932,8.63512516021729,8.63512516021729,-5.8535418510437,1473,156,83,17.9972267150879,443,278,278,419
"Primula latifola",9.95279,46.63099,-0.898531198501587,8.50810432434082,33.4625511169434,621.686096191406,12.3739995956421,-13.0517501831055,25.4257507324219,6.69549989700317,-7.72208309173584,6.69549989700317,-8.20220851898193,1008,113,55,22.0268936157227,331,191,331,193
"Primula latifola",6.60316,45.39823,4.67343759536743,8.22591686248779,32.5392265319824,630.338806152344,18.8177509307861,-6.46225023269653,25.2800006866455,-1.38387501239777,12.5402917861938,12.5580415725708,-2.54858350753784,1367,144,81,16.948860168457,413,269,274,393
"Primula latifola",2.46441,42.51903,10.1127920150757,8.73258304595947,35.5847358703613,572.940795898438,23.9342498779297,-0.606000006198883,24.5402507781982,7.26216650009155,17.4863338470459,17.5482921600342,3.79466652870178,898,96,44,18.7742881774902,264,182,183,225
"Primula latifola",2.41007,42.49466,6.74911451339722,8.50631237030029,34.7118492126465,583.720764160156,20.7115001678467,-3.79399991035461,24.505500793457,4.10124969482422,14.3798751831055,14.3798751831055,0.402000039815903,1151,127,58,19.9468593597412,349,225,225,292
"Primula latifola",2.41043,42.47771,6.74911451339722,8.50631237030029,34.7118492126465,583.720764160156,20.7115001678467,-3.79399991035461,24.505500793457,4.10124969482422,14.3798751831055,14.3798751831055,0.402000039815903,1151,127,58,19.9468593597412,349,225,225,292
"Primula latifola",2.43346,42.47973,6.74911451339722,8.50631237030029,34.7118492126465,583.720764160156,20.7115001678467,-3.79399991035461,24.505500793457,4.10124969482422,14.3798751831055,14.3798751831055,0.402000039815903,1151,127,58,19.9468593597412,349,225,225,292
"Primula latifola",2.454,42.49031,6.74911451339722,8.50631237030029,34.7118492126465,583.720764160156,20.7115001678467,-3.79399991035461,24.505500793457,4.10124969482422,14.3798751831055,14.3798751831055,0.402000039815903,1151,127,58,19.9468593597412,349,225,225,292
"Primula latifola",2.4589,42.49628,6.74911451339722,8.50631237030029,34.7118492126465,583.720764160156,20.7115001678467,-3.79399991035461,24.505500793457,4.10124969482422,14.3798751831055,14.3798751831055,0.402000039815903,1151,127,58,19.9468593597412,349,225,225,292
"Primula latifola",2.1082,42.38824,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",2.09828,42.38585,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",2.09096,42.38612,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",2.45972,42.51632,10.1127920150757,8.73258304595947,35.5847358703613,572.940795898438,23.9342498779297,-0.606000006198883,24.5402507781982,7.26216650009155,17.4863338470459,17.5482921600342,3.79466652870178,898,96,44,18.7742881774902,264,182,183,225
"Primula latifola",6.62566,45.24974,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",6.62116,45.31723,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",6.62116,45.31724,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",2.12726,42.46476,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",6.60946,45.40048,4.67343759536743,8.22591686248779,32.5392265319824,630.338806152344,18.8177509307861,-6.46225023269653,25.2800006866455,-1.38387501239777,12.5402917861938,12.5580415725708,-2.54858350753784,1367,144,81,16.948860168457,413,269,274,393
"Primula latifola",6.63196,45.29249,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",6.62746,45.25199,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",6.60946,45.40273,4.67343759536743,8.22591686248779,32.5392265319824,630.338806152344,18.8177509307861,-6.46225023269653,25.2800006866455,-1.38387501239777,12.5402917861938,12.5580415725708,-2.54858350753784,1367,144,81,16.948860168457,413,269,274,393
"Primula latifola",6.60946,45.32173,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",1.99396,42.62352,2.90894794464111,8.75610446929932,32.8735046386719,645.086975097656,18.5292491912842,-8.10649967193604,26.6357498168945,0.146916776895523,11.3608331680298,11.3608331680298,-4.13845825195312,1407,155,68,22.4500026702881,440,250,250,383
"Primula latifola",6.60766,45.32443,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",6.60766,45.32173,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",7.14048,45.39824,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",6.55224,45.24089,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",2.1312,42.46129,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",7.08648,45.29024,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.10268,45.29024,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.07568,45.29744,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.09098,45.28124,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.08918,45.28844,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",6.63916,45.29744,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",7.08648,45.29249,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.08468,45.29024,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.09098,45.27674,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.08198,45.27674,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.08198,45.29699,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.09368,45.28844,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.05768,45.36224,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",7.08918,45.29024,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.08918,45.29294,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.08648,45.28574,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.05498,45.36224,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",7.04598,45.35999,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",7.05318,45.36224,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",6.63916,45.29474,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",7.08648,45.28799,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.09818,45.28394,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.09098,45.29249,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.10448,45.30374,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.08198,45.29249,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.05048,45.36224,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",7.08198,45.28349,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.04868,45.35594,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",7.05318,45.36494,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",7.08468,45.29744,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.08468,45.29294,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",7.05048,45.36449,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",7.08018,45.29294,0.349927097558975,6.55814599990845,28.9265079498291,592.692626953125,13.3192501068115,-9.35249996185303,22.6717491149902,-1.79012489318848,7.79370832443237,8.16754150390625,-5.95104169845581,1180,121,64,17.4807300567627,341,223,224,316
"Primula latifola",2.85892,47.71271,10.4427814483643,9.0117712020874,36.6473693847656,587.030212402344,24.5212497711182,-0.0692500025033951,24.5904998779297,7.1026668548584,6.41979169845581,17.8375835418701,3.41783332824707,698,67,48,10.3645830154419,189,155,170,177
"Primula latifola",2.07075,42.37946,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",6.81917,45.32894,1.46935415267944,7.13100004196167,29.7211685180664,617.824829101562,15.1319999694824,-8.86100006103516,23.9930000305176,-1.00370836257935,9.42570877075195,9.42570877075195,-5.32645845413208,1356,144,75,17.9965515136719,406,257,257,381
"Primula latifola",7.11326,45.36161,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",6.70313,45.32317,1.46935415267944,7.13100004196167,29.7211685180664,617.824829101562,15.1319999694824,-8.86100006103516,23.9930000305176,-1.00370836257935,9.42570877075195,9.42570877075195,-5.32645845413208,1356,144,75,17.9965515136719,406,257,257,381
"Primula latifola",6.90917,45.17774,1.09562504291534,6.84033346176147,29.1192646026611,610.104187011719,14.5459995269775,-8.94474983215332,23.4907493591309,-1.21850001811981,8.74045848846436,9.03724956512451,-5.44604158401489,1350,142,72,18.6957092285156,400,251,251,365
"Primula latifola",7.10088,45.38177,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",2.11298,42.39267,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",2.1101,42.38159,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",6.92267,45.16874,1.09562504291534,6.84033346176147,29.1192646026611,610.104187011719,14.5459995269775,-8.94474983215332,23.4907493591309,-1.21850001811981,8.74045848846436,9.03724956512451,-5.44604158401489,1350,142,72,18.6957092285156,400,251,251,365
"Primula latifola",6.6036,44.7756,4.92921876907349,8.60843753814697,33.3247032165527,637.392822265625,19.5774993896484,-6.25449991226196,25.8319988250732,1.82949995994568,12.9897918701172,13.0010833740234,-2.28179168701172,1167,126,59,20.1849136352539,366,217,222,320
"Primula latifola",6.61216,45.32623,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",2.11265,42.39149,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",6.53292,45.16092,0.983333349227905,6.89254188537598,28.7650680541992,623.2978515625,14.8979997634888,-9.06350040435791,23.9615001678467,-4.36516666412354,8.823166847229,9.13508319854736,-5.66187524795532,1397,153,72,20.4156837463379,430,255,257,398
"Primula latifola",1.74028,42.50394,2.91227078437805,8.90312480926514,32.8519515991211,656.128540039062,18.8174991607666,-8.2832498550415,27.1007499694824,0.0824999436736107,11.4660415649414,11.4660415649414,-4.31199979782104,1394,152,70,21.2510871887207,429,253,253,374
"Primula latifola",6.64996,45.28574,1.30017709732056,6.97214603424072,28.9661235809326,625.086730957031,15.0815000534058,-8.98849964141846,24.0699996948242,-4.19558334350586,9.36304187774658,9.36304187774658,-5.536208152771,1405,152,77,18.7997207641602,429,265,265,401
"Primula latifola",7.11168,45.36674,-1.44742715358734,5.80077075958252,25.9382743835449,600.772521972656,11.3842496871948,-10.9794998168945,22.3637504577637,-6.26395845413208,6.48716640472412,6.48716640472412,-7.94687509536743,1271,133,71,17.8108940124512,373,240,240,347
"Primula latifola",2.116239,42.382423,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",6.92303,45.16937,1.09562504291534,6.84033346176147,29.1192646026611,610.104187011719,14.5459995269775,-8.94474983215332,23.4907493591309,-1.21850001811981,8.74045848846436,9.03724956512451,-5.44604158401489,1350,142,72,18.6957092285156,400,251,251,365
"Primula latifola",6.40303,45.11989,0.964020848274231,7.13179159164429,29.3028125762939,628.709655761719,15.0377502441406,-9.30049991607666,24.338249206543,-4.52304172515869,8.82695865631104,9.11062526702881,-5.86779165267944,1431,158,74,20.2372169494629,442,263,265,408
"Primula latifola",6.37262,45.14335,0.964020848274231,7.13179159164429,29.3028125762939,628.709655761719,15.0377502441406,-9.30049991607666,24.338249206543,-4.52304172515869,8.82695865631104,9.11062526702881,-5.86779165267944,1431,158,74,20.2372169494629,442,263,265,408
"Primula latifola",2.11466,42.38382,4.74008321762085,9.17058372497559,34.9142761230469,620.7099609375,19.9927501678467,-6.27325010299683,26.2660007476807,1.92199993133545,12.8616666793823,12.8616666793823,-2.06020832061768,1251,137,62,21.6816596984863,390,230,230,332
"Primula latifola",6.90647,45.18224,1.09562504291534,6.84033346176147,29.1192646026611,610.104187011719,14.5459995269775,-8.94474983215332,23.4907493591309,-1.21850001811981,8.74045848846436,9.03724956512451,-5.44604158401489,1350,142,72,18.6957092285156,400,251,251,365
"Primula latifola",6.72045,45.34992,0.757916629314423,6.65925025939941,28.5988845825195,608.961547851562,13.9657497406006,-9.31925010681152,23.2849998474121,-4.48266696929932,8.63512516021729,8.63512516021729,-5.8535418510437,1473,156,83,17.9972267150879,443,278,278,419
"Primula latifola",2.16952,42.42969,4.19348955154419,8.52185440063477,33.4600410461426,615.036987304688,19.0607509613037,-6.40799999237061,25.46875,1.51499998569489,12.2628335952759,12.2628335952759,-2.46308326721191,1320,146,62,23.1318073272705,417,235,235,357
"Primula latifola",6.67066,45.28124,1.46935415267944,7.13100004196167,29.7211685180664,617.824829101562,15.1319999694824,-8.86100006103516,23.9930000305176,-1.00370836257935,9.42570877075195,9.42570877075195,-5.32645845413208,1356,144,75,17.9965515136719,406,257,257,381
"Primula latifola",6.89347,45.30668,1.09562504291534,6.84033346176147,29.1192646026611,610.104187011719,14.5459995269775,-8.94474983215332,23.4907493591309,-1.21850001811981,8.74045848846436,9.03724956512451,-5.44604158401489,1350,142,72,18.6957092285156,400,251,251,365
"Primula latifola",6.679301,44.078969,6.6964898109436,8.18243789672852,33.1547927856445,608.660339355469,20.738000869751,-3.94149994850159,24.679500579834,3.76266670227051,14.4817085266113,14.5262079238892,-0.0349583216011524,1045,124,42,25.7044162750244,338,171,188,283
